"paper_table_order","paper_common_name","species","route","source_id","region","specificity","rung","dep_class","t_pathway","t_config","h_usemode","h_lifestage","h_config","review_flag","evidence","note","coder_id"
20,"Red stumpnose","Chrysoblephus gibbiceps","T","Attwood et al. (2019) - Life history, distribution and seasonal movements of Chrysoblephus gibbiceps.pdf","East","High",0,,"non_kelp","outside","not_applicable","both","not_applicable","no","Chrysoblephus gibbiceps is in scope (model_scope = true) and is the study species, so identity is certain. The trophic route is genuinely assessed: the source presents its own quantitative diet study of hook-and-line fish sampled monthly off Struisbaai between September 2010 and August 2012, with pr",,"agent:opus:rfbf-v7.1"
20,"Red stumpnose","Chrysoblephus gibbiceps","T","Burger (1990) - The distribution patterns and community structure of the Tsitsikamma rocky littoral ichthyofauna.pdf","East","High",0,,"non_kelp","not_applicable","not_applicable","adult","not_applicable","no","East-region diet record beyond the kelp coast. Burger's own stomach-content analysis of Chrysoblephus gibbiceps (gastropods, crabs, sipunculids, urchins, polychaetes) shows consumption of non-kelp reef prey; no kelp or kelp-food-web link is identified. Level-0 observed_alternative on the trophic rou",,"agent:opus:rfbf-v7.1"
20,"Red stumpnose","Chrysoblephus gibbiceps","T","Penrith (1972) - THE BEHAVIOUR OF REEF-DWELLING SPARID FISHES.pdf","West","Medium",0,,"non_kelp","not_applicable","not_applicable","unspecified","not_applicable","no","In-scope species observed feeding in False Bay (West): it takes small black mussels and roots at the bases of algae for polychaetes (Eunice). The prey is non-kelp animal food and the algae are generic (not kelp); the source makes no kelp food-web link. Documented non-kelp diet: level-0 observed_alte",,"agent:opus:rfbf-v7.1"
20,"Red stumpnose","Chrysoblephus gibbiceps","T","Van Zyl (2013) - Life History Study of Red Stumpnose.pdf","East","High",0,,"non_kelp","not_applicable","not_applicable","both","not_applicable","no","Primary MSc dissertation with an original stomach-content study of the in-scope species Chrysoblephus gibbiceps (228 stomachs, Struisbaai, 2010-2012). The diet is a reef-associated benthic-carnivore diet dominated by ophiuroids, gastropods and polychaetes, with algae and fish explicitly absent (Tabl",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Attwood et al. (2011) - Bycatch in South Africa's inshore trawl fishery as determined from observer records.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Caught as trace bycatch on the deep Agulhas Bank grounds, east of and below the kelp zone. Non-kelp habitat occurrence = level-0 observed_alternative (habitat). Diet not examined; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Attwood et al. (2011) - Bycatch in South Africa’s inshore trawl fishery.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","C. nufar was caught at 1.2 t per year (0.01%) on the inshore trawl grounds at 80-110 m east of the kelp limit, documenting occupancy of non-kelp soft-bottom habitat. Kelp and diet are never mentioned, so the trophic route is unassessed. Level 0 observed alternative; levels 1-5 unsupported for want o",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Attwood et al. (2013) - the Proceedings of the 4th Linefish symposium.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar recorded on rocky reef (5-41 m) by BRUV in the Stilbaai MPA (East); kelp is never mentioned, a level-0 habitat observed alternative (non-kelp reef).",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Beckley and Buxton (1989) - UNDERWATER OBSERVATIONS OF REEF FISH IN AND AROUND ALGOA BAY, SOUTH AFRICA.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Soldier/santer observed frequently (89% at Philip's Reef, category A), adults and juveniles, on Algoa Bay non-kelp rocky reef East of the kelp range. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Brouwer and Buxton (2002) - Catch and effort of the shore and skiboat linefisheries along the South African Eastern Cape coast.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Soldier/santer recorded across all three Eastern Cape sectors, east of the kelp limit: level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Burger (1990) - The distribution patterns and community structure of the Tsitsikamma rocky littoral ichthyofauna.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","East-region record beyond the kelp coast. Cheimerius nufar was recorded on non-kelp deep reef (single individual) at Tsitsikamma, where no kelp forest occurs. Documented occurrence in a non-kelp habitat: level-0 observed_alternative on the habitat route. No kelp available, so no higher rung applies.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Button (2018) - Remotely operated vehicle exploring ichthyofauna association with habitat from shore-shelf, in an endemism hotspot in South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","ROV census off the Kei River mouth (East of the kelp limit) recorded santer (Cheimerius nufar) in 3% of 58 grid cells on non-kelp shelf reef habitat. Documented occupancy of non-kelp habitat gives a level-0 observed_alternative on the habitat route; kelp absent and unassessed. No trophic data, so th",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Buxton et al. (1984) - Inshore small mesh trawling survey of the Cape south coast. Part 4. Contributions to the biology of some teleostei and Chondrichthyes.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Juvenile C. nufar were trawled on/near reefs and soft substrates on the south coast outside the kelp range. Non-kelp habitat observation; level-0 observed_alternative, East.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Clarke (1988) - Biological aspects of Sparodon durbanensis and Pachymetopon grande.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar (soldier/santer, n=4) is landed in the study's Port Elizabeth inshore rock-angling catch survey, an Eastern Cape rocky-reef fishery east of the kelp limit. Documented occurrence in non-kelp habitat; kelp never mentioned. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Coetzee (1980) - Cheimerius nufar.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Coetzee (1980) is a morphological description of the sagitta of Cheimerius nufar (in scope) based on 446 otoliths from fish 20-75 cm TL caught in Algoa Bay, Port Elizabeth. Algoa Bay lies east of the eastern kelp limit, so the note documents occurrence of an in-scope species in a non-kelp region — a",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Coetzee and Baird (1981) - Age, growth, and food of Cheimerius nufar.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","The study documents that Cheimerius nufar occurs regularly and abundantly in the waters off St Croix Island, Algoa Bay — an eastern-Cape locality east of the kelp limit where Ecklonia maxima does not occur. This is a documented observation of the species occupying a non-kelp habitat at the sampled p",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Coetzee and Baird (1981) - Catch composition and catch per unit effort of anglers' catches off St Croix Island.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Soldier/santer, second most important species in the St Croix Island angler catch at a non-kelp East-region rocky reef → level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Coetzee and Baird (1983) - Cheimerius nufar.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","The study documents Cheimerius nufar occurring in numbers off St Croix Island, Algoa Bay, an east-coast locality beyond the eastern kelp limit where Ecklonia maxima does not grow. This is a documented occurrence of an in-scope species in a non-kelp setting at a defined place and time, coded as a lev",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Connell et al. (1999) - Eggs and larvae of Cheimerius nufar.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Connell et al. (1999) is an early-life-history description of Cheimerius nufar eggs and larvae from KwaZulu-Natal (the East region, well beyond the eastern kelp limit near Cape Agulhas/De Hoop). Kelp is neither measured nor mentioned anywhere. The species is directly observed occupying non-kelp habi",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Dalton et al. (2021) - Demersal fish communities in KwaZulu Natal South Africa indicate partial congruence with proposed conservation biozones.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar was the second most abundant taxon on the KZN east-coast shelf, present at 148 of 200 BRUV sites and observed over all three non-kelp substrates (reef, mixed reef, sand), with foraging noted over sand. The study area holds no kelp and lies beyond the eastern kelp limit. This documen",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","De Vos et al. (2014) - Optimal BRUVs survey design for reef fish monitoring in the Stilbaai Marine Protected Area.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Recorded at 28 of 29 BRUVs sites on non-kelp sandstone reef at Stilbaai, east of the kelp limit; SIMPER shows it abundant in deep water. No kelp present or measured; a level-0 observed_alternative on the habitat route. Feeding guild is secondary; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Dicken (2010) - The ichthyofauna in the Port of Ngqura, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Santer (mostly juvenile) caught across all non-kelp port habitats in Algoa Bay east of the kelp limit; explicitly listed as one of the juvenile linefish recruiting to the port. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Dicken et al. (2012) - Long-term catch and effort trends in Eastern Cape Angling Week competitions.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Eastern Cape shore fishery east of the kelp limit; Table 1 records Cheimerius nufar caught in non-kelp habitat (6 fish). Level-0 observed_alternative on the habitat route. Trophic route unassessed (no diet data).",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Dunlop & Mann (2013)-An assessment of participation catch and effort in the offshore boat based line fishery in KZN.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","KZN offshore linefishery catch survey, entirely East of the eastern kelp limit; kelp is neither measured nor mentioned. Cheimerius nufar (santer), a demersal reef sparid, is the second most abundant commercial-caught species (36 045 retained, 22.4% by number), documenting the species occupying non-k",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Dyer (2018) - The role of ecological processes in structuring reef fish communities in the Agulhas ecoregion South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Recorded on rocky reef via stereo-BRUVs at all four reefs in the Agulhas Ecoregion, east of the eastern kelp limit. Occupancy of non-kelp rocky-reef habitat; no kelp action observed and diet not examined. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Fennessy et al. (2003) - An assessment of the recreational and commercial skiboat fishery in the Transkei.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer was retained across the northern and southern Transkei reef fishery. East of the kelp limit with no kelp mentioned; documented occurrence in non-kelp reef habitat. Level-0 observed_alternative, habitat route; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Garratt (1993) - Comparative aspects of the reproductive biology of seabreams (Pisces, Sparidae).pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Cheimerius nufar (in scope) is one of the thesis's own study species, collected and observed along the KwaZulu-Natal (East) coast: adults on offshore reefs (50-100 m, to 200 m) and juveniles on shallow inshore reefs (3-33 m) near Durban. This is a documented observation of an in-scope species occupy",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Gonzalez (2024) - Baited remote underwater video surveys report, Stilbaai Marine Protected Area (2013-2016).pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar was recorded by baited remote underwater video in the Stilbaai MPA (Table 3; present in 2013, 2014, 2015, 2016 per Table 4). Stilbaai lies on the warm-temperate south coast east of Cape Agulhas/De Hoop, beyond the eastern range limit of Ecklonia maxima, and the report explicitly sta",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Götz et al. (2007) - Comparison of the effects of different linefishing methods on catch composition and capture mortality of South African temperate reef fish.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer (Cheimerius nufar) was caught on the Goukamma subtidal rocky reef (Table 1, n=83; named in the text on p.180), an East-region locality east of the kelp limit with no Ecklonia maxima present or mentioned. This documents occupancy of a non-kelp rocky-reef habitat: level-0 observed_alternative o",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Götz et al. (2008) - Selected fishery and population parameters of eight shore-angling species in the Tsitsikamma National Park no-take marine reserve.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer (soldier) caught in the TNP shore-angling survey (Table 1, n=212) at a non-kelp rocky-reef site on the Eastern Cape coast. Occurrence documented; no diet data and no kelp structural action. Level-0 observed_alternative on the habitat route. Trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Gotz et al. (2009) - Effects of fishing on a temperate reef community in South Africa 1, ichthyofauna.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer was recorded by angling and UVC at Goukamma rocky-reef sites in the East region, occupying non-kelp rocky reef without kelp measured or mentioned: Level 0 observed alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Götz et al. (2009) - fishing on a temperate reef community in South Africa 1- ichthyofauna.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar was recorded on warm-temperate rocky reef at the Goukamma MPA study area (south-east coast, near Knysna), which lies east of the Cape Agulhas kelp limit and outside the Ecklonia maxima range. The survey (standardised angling and/or UVC over rocky substrate) documents the species occ",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Götz et al. (2014) - An exploratory investigation of the fish communities associated with reefs on the central Agulhas Bank, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Caught over non-kelp hard-substrate reef on the central Agulhas Bank (East, beyond the eastern kelp limit; Table 2). Level-0 observed_alternative on the habitat route. Kelp not present/measured; baited-gear capture is not diet evidence, so no trophic record.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Griffiths (2000) - Long-term trends in catch and effort of commercial linefish off South Africa's Cape Province.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Fishery-independent survey documents santer (Cheimerius nufar) on Southern Cape reef complexes (eastern kelp limit). Non-kelp reef habitat occurrence; kelp not measured or mentioned. Level-0 observed_alternative, habitat route, region East.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Griffiths & Wilke (2002)-Long term movement patterns of five temperate reef fishes.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Cheimerius nufar (santer) is documented as an adult reef resident on inshore rocky reefs (10-40 m) of the central Agulhas Bank, east of the kelp limit. Catch study with habitat context on non-kelp habitat; level-0 observed_alternative on the habitat route. Diet is cited only, trophic route unassesse",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Hanekom et al. (1997) - Shore-angling catches in the Tsitsikamma National Park, 1989-1995.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer a dominant species in scientific catches (13%) on the TNP non-kelp coast east of the kelp limit: level 0 observed_alternative, habitat route. Trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Hecht and Tilney (1989) - The Port Alfred fishery.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Santer (soldier) is a reef sparid caught in the east-coast Port Alfred fishery with catch share and recruitment lengths; observed in a non-kelp reef habitat with no kelp link, giving a level-0 observed_alternative habitat record.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Heyns-Veale et al. (2019) - Community-wide effects of protection reveal insights into marine protected area effectiveness for reef fish.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Soldier/santer recorded on non-kelp reef via stereo-BRUVs at Bird Island and Amathole (east of the kelp limit); kelp not measured or mentioned. Level-0 observed_alternative on the habitat route. Trophic route unassessed. Region 'East'.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Jairam (2005) - COMMERCIAL AND RECREATIONAL MARINE SKIBOAT LINEFISHERIES IN RICHARDS BAY.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Second most abundant commercial reef species off Richards Bay (8391 individuals; also 349 recreationally). A reef-dwelling sparid caught on offshore reefs of the KZN north-east coast, beyond the eastern kelp limit, so the record documents occupancy of a non-kelp reef habitat at the sampled place and",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","James et al (2012)-Temporal variability of temperate fish assemblahe in Africas oldest MPA.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Recorded in all years by shore-angling on the non-kelp East-region reef of TNP; occupancy of non-kelp habitat only. Level-0 observed_alternative on the habitat route; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Kerwath et al. (2013) - effects of barotrauma on five species of South African line-caught fish.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer C. nufar were line-caught on the western Agulhas Bank adjacent to De Hoop, at/beyond the eastern kelp limit. The study documents the species occupying non-kelp bank/reef habitat; kelp is not measured or mentioned. This supports a level-0 observed_alternative habitat record. No trophic observa",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Lamberth et al. (1995) - The vulnerability of fish to capture by commercial beach-seine nets in False Bay, South Africa.pdf","West","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer caught in the Fish Hoek Beach sandy surf zone (West coast); documented occupancy of a non-kelp habitat. No kelp use, diet, availability, or counterfactual assessed, so level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Lamberth et al. (2009) - The effects of altered freshwater inflows on catch rates of non-estuarine-dependent fish in a multispecies nearshore linefishery.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Santer is an in-scope reef/shoaling sparid documented by the east-coast KZN linefishery as resident but nomadic on the Thukela Banks (Natal Bight shelf), with over half its KZN catch taken there. This records the species occupying a non-kelp east-coast shelf habitat far beyond the eastern kelp limit",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Lasiak (1983) - Structural Aspects of the Surf-zone Fish Assemblage at King’s Beach, Algoa Bay, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar (soldier) was recorded (a single individual) in the sandy surf-zone catch at King's Beach, Algoa Bay (East coast, no kelp present or sampled), documenting occupancy of a non-kelp habitat. No kelp co-occurrence, structural use, or diet observation, so level-0 observed_alternative on ",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Lasiak (1984).pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar (soldier/santer) caught in the King's Beach sandy surf-zone (East). Non-kelp habitat occupancy = level-0 observed_alternative.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Lloyd et al. (2011) - Ocean warming alters species abundance patterns and increases species diversity in an African sub-tropical reef-fish community.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar (soldier/santer) is recorded in the KwaZulu-Natal offshore-reef spear-fishing catch (28.0–31.6°S; East region), with 42 individuals shot 1989–2007 (Appendix A). Documents a reef sparid occupying non-kelp subtropical reef habitat; kelp is not measured or mentioned. Level-0 observed-a",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Maggs et al (2013)-Contribution of a large no take zone to the management of vulnerable reef fishes in the south western indian ocean.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar (soldier/santer) was caught in the Pondoland MPA survey on East-Coast reef at 10–30 m (77 individuals, Table A1), east of the kelp limit. Level-0 observed_alternative on the habitat route; trophic route unassessed. Region East.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Maggs et al. (2017) - Cheimerius nufar.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","This is a JABBA-Select stock assessment based on commercial catch-and-effort and standardized CPUE for santer over 1987-2015. The species is in model scope and is the primary subject, so it is not mere silence: the source documents the species occupying and being fished in southern-African coastal w",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Mann (1992) - Biological aspects of two sparid fishes.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar is an in-scope species (model_scope=true) captured by the author while shore angling along the Tsitsikamma coastline, on the south-eastern Cape coast east of the eastern kelp limit (E38). This is the author's own catch observation with habitat context, namely rocky shore and inshore",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Mann et al. (2006) - Towards the declaration of a large marine protected area, a subtidal ichthyofaunal survey of the Pondoland coast in the Eastern Cape, South Africa.pdf","East","High",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Counted in the Pondoland UVC (Table 1: N=16, density 1.13 per 1 000 m2) on non-kelp reefs, Eastern Cape. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Mann et al. (2022) - Monitoring the effects of spatial protection on the reef fish communities of the Pondoland Marine Protected Area, Eastern Cape Province, South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","In-scope santer/soldier (Cheimerius nufar) recorded on Pondoland reef (10–30 m, Eastern Cape east coast), east of the kelp range. Occupies non-kelp reef habitat; kelp neither measured nor mentioned. Level-0 observed_alternative on the habitat route; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Nodo et al. (2023) - The nursery function of shallow nearshore and estuarine benthic habitats for demersal fishes.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","juvenile","not_applicable","no","Soldier/santer recorded as a single YOY in the soft-bottom marine nearshore of Algoa Bay (East region). Non-kelp benthic habitat, kelp not measured or mentioned: level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Nodo et al. (2024) - Spatial patterns and environmental drivers of demersal fish assemblages in the Swartkops and Sundays estuarine to marine seascapes, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Cheimerius nufar recorded (single individual) in the Algoa Bay soft-bottom marine nearshore (East region); documents occupation of non-kelp sediment habitat. Habitat-route level-0 observed_alternative; low specificity (n=1). Trophic route unassessed (no diet).",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Penney et al. (1999) - Long-term trends in catch and effort in the KwaZulu-Natal nearshore linefisheries.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer is documented as a shoaling sparid occurring on and caught from KwaZulu-Natal reefs (East region, no kelp). Occupation of a non-kelp reef habitat by an in-scope species is a level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Potts and Cowley (2010) - Validation and periodicity of otholiths of four temperate reef fish.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","adult","not_applicable","no","Primary mark-recapture of adult C. nufar in the Tsitsikamma National Park reef reserve (East region, beyond the eastern kelp limit) documents occurrence of an in-scope reef species in a non-kelp habitat at the sampled place and time: level-0 observed_alternative on the habitat route. No kelp is pres",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Pradervand and Govender (2003) - Assessment of catches in shore angling competitions from the border region of the Eastern Cape, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Santer/soldier recorded once (n=1) in the Border surf-zone catch, Eastern Cape (East of kelp limit). Passing but codeable level-0 observed_alternative occurrence. No diet data; trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Pradervand and Hiseman (2006) - An analysis of the recreational shore fishery in the Goukamma Marine Protected Area.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","no","Table 1 records 3 santer/soldier (Cheimerius nufar) in the Goukamma MPA shore fishery, east of the eastern kelp limit, in non-kelp reef coastal habitat. Occurrence only, no diet or kelp-structure use, no measured availability. Level-0 observed-alternative habitat record. Trophic route unassessed.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Pradervand and Van der Elst (2008) - charter-boat fishery in KwaZulu-Natal.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Charter-boat catch inspections in KwaZulu-Natal (East region, beyond the eastern kelp limit; no Ecklonia maxima present or mentioned) recorded Cheimerius nufar as the third-most abundant species (14% by number, n = 418 measured), named among four reef (sparid) species that dominate the catch. This i",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Pradervand et al. (2007) - Long-term trends in the competitive shore fishery along the KwaZulu-Natal coast, South Africa.pdf","East","Low",0,,"not_applicable","not_applicable","non-kelp","unspecified","not_applicable","yes","Santer recorded (n=3) in the East-coast non-kelp shore fishery. Documents an occurrence in a non-kelp inshore habitat, but the trace count makes it marginal. Level-0 observed_alternative, habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Smale (1983) - Resource partitioning by top predatory teleosts in the eastern cape coastal waters South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Cheimerius nufar is documented as a top predatory teleost inhabiting eastern Cape coastal reefs, a non-kelp habitat east of the kelp range. Level-0 observed_alternative on the habitat route.",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Smale (1986) - Feeding biology of four predatory reef fishes off the south-eastern Cape coast.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","In-water and catch observations document Cheimerius nufar occupying and foraging over rocky reefs and sandy gullies in the south-eastern Cape (East region, no kelp). This is a documented observation of an in-scope species using a non-kelp habitat, i.e. a level-0 observed_alternative on the habitat r",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Smale (1987) - Food paritioning by coastal pedatory teleosts in South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","The source documents C. nufar occupying non-kelp habitat at the sampled place, time and life stage: the 10-20 cm group is classified among the reef predators on the basis of this paper's own classification, and all 240 specimens were taken inshore of Cape Recife, east of the eastern kelp limit. This",,"agent:opus:rfbf-v7.1"
21,"Santer","Cheimerius nufar","H","Smale (1992) - Predatory fish and their prey, an overview of trophic interactions in the fish communities of the west and south coasts of South Africa.pdf","East","Medium",0,,"not_applicable","not_applicable","non-kelp","both","not_applicable","no","Santer is placed among South Coast reef sparids (prose and Fig. 5), a non-kelp habitat. Level 0 observed_alternative on the habitat route. Secondary synthesis.",,"agent:opus:rfbf-v7.1"
